Debt_ID,Business_ID,Lender,Loan_Type,Principal_Amount,Outstanding_Amount,Interest_Rate(%),Monthly_Installment,Due_Date,Status,Collateral,Risk_Score,Optimization_Strategy
DEBTX00443,SMB516,Bank X,Equipment Loan,819313,347254,11.56,25513,2025-03-03,Current,Yes,55,Negotiation
DEBTX00444,SMB513,Bank Z,Working Capital,193068,38805,21.23,3195,2025-09-24,Closed,No,62,Avalanche
DEBTX00445,SMB511,Private Financier,Working Capital,118933,26289,23.08,2405,2026-05-05,Closed,Yes,41,Refinancing
DEBTX00446,SMB530,Private Financier,Working Capital,725103,594552,25.22,53252,2026-02-03,Current,Yes,38,Refinancing
DEBTX00447,SMB537,Private Financier,Equipment Loan,1019366,390050,19.38,27148,2025-03-27,Closed,Yes,42,Snowball
DEBTX00448,SMB528,NBFC Capital,Term Loan,820365,230878,21.51,9763,2025-07-14,Overdue,Yes,47,Consolidation
DEBTX00449,SMB549,Private Financier,Term Loan,373267,290409,9.54,17642,2025-04-24,Closed,Yes,34,Snowball
DEBTX00450,SMB502,Bank Y,Credit Line,714975,257362,22.41,25991,2025-07-31,Defaulted,Yes,80,Consolidation
DEBTX00451,SMB540,Bank X,Equipment Loan,949576,58645,21.05,3589,2025-12-24,Current,Yes,61,Snowball
DEBTX00452,SMB535,NBFC Capital,Equipment Loan,592203,202399,21.98,12184,2025-04-23,Defaulted,Yes,60,Refinancing
DEBTX00453,SMB528,NBFC Capital,Credit Line,505604,106145,9.71,9481,2026-01-18,Current,Yes,26,Negotiation
DEBTX00454,SMB501,NBFC Capital,Mortgage Loan,517048,65791,24.11,5155,2025-05-05,Current,Yes,32,Refinancing
DEBTX00455,SMB544,Bank Z,Equipment Loan,754033,89321,12.54,8323,2025-06-02,Current,Yes,34,Negotiation
DEBTX00456,SMB527,Bank Y,Mortgage Loan,406898,65169,18.32,2108,2025-07-10,Overdue,Yes,75,Negotiation
DEBTX00457,SMB508,Private Financier,Mortgage Loan,98967,5168,20.67,156,2025-07-03,Defaulted,No,32,Negotiation
DEBTX00458,SMB538,Private Financier,Credit Line,994160,457653,17.54,53509,2025-05-16,Current,Yes,31,Snowball
DEBTX00459,SMB521,Private Financier,Working Capital,1086707,134463,22.76,13794,2025-07-31,Current,Yes,59,Refinancing
DEBTX00460,SMB536,Bank Y,Credit Line,171377,171377,24.54,10827,2025-07-14,Defaulted,Yes,98,Negotiation
DEBTX00461,SMB531,NBFC Capital,Term Loan,283865,116524,14.82,3864,2026-02-18,Defaulted,Yes,44,Negotiation
DEBTX00462,SMB537,Bank X,Credit Line,603771,36557,16.11,4186,2025-02-03,Overdue,Yes,74,Refinancing
DEBTX00463,SMB515,Bank X,Credit Line,917416,465180,13.66,16162,2025-08-02,Closed,Yes,56,Snowball
DEBTX00464,SMB544,Bank Y,Credit Line,1035942,264217,18.65,24553,2026-01-11,Closed,Yes,43,Avalanche
DEBTX00465,SMB530,Bank X,Mortgage Loan,226266,205197,6.25,19599,2025-11-05,Defaulted,No,72,Negotiation
DEBTX00466,SMB512,Bank Y,Mortgage Loan,654840,306660,16.31,25952,2025-03-12,Closed,Yes,67,Negotiation
DEBTX00467,SMB510,NBFC Capital,Working Capital,712123,204139,18.73,23989,2026-04-07,Defaulted,Yes,65,Negotiation
DEBTX00468,SMB504,Private Financier,Mortgage Loan,560788,112935,14.4,4399,2025-02-16,Defaulted,Yes,43,Consolidation
DEBTX00469,SMB502,Bank X,Term Loan,1104023,176664,16.46,9402,2025-04-26,Defaulted,Yes,68,Refinancing
DEBTX00470,SMB508,Bank Z,Equipment Loan,597130,597130,38.71,16913,2025-04-29,Defaulted,Yes,98,Refinancing
DEBTX00471,SMB545,Bank Y,Credit Line,481252,88935,21.54,5494,2026-04-30,Closed,Yes,63,Avalanche
DEBTX00472,SMB546,Private Financier,Credit Line,571471,358282,22.13,40116,2025-10-12,Current,Yes,26,Refinancing
DEBTX00473,SMB506,NBFC Capital,Credit Line,657047,129123,6.89,8479,2025-02-13,Closed,Yes,25,Consolidation
DEBTX00474,SMB533,Bank Y,Working Capital,91781,13230,6.41,607,2025-11-05,Current,Yes,79,Avalanche
DEBTX00475,SMB529,Private Financier,Term Loan,1156880,428964,11.43,45044,2025-02-27,Overdue,Yes,55,Consolidation
DEBTX00476,SMB548,Bank Z,Equipment Loan,962268,509410,13.93,17124,2025-10-29,Overdue,Yes,63,Refinancing
DEBTX00477,SMB539,Private Financier,Equipment Loan,858626,43673,26.41,1992,2025-05-04,Current,Yes,37,Refinancing
DEBTX00478,SMB545,Bank X,Credit Line,419084,113414,42.25,7842,2026-04-02,Overdue,Yes,82,Negotiation
DEBTX00479,SMB534,NBFC Capital,Term Loan,813124,86920,19.89,2965,2026-05-01,Closed,Yes,36,Snowball
DEBTX00480,SMB543,NBFC Capital,Equipment Loan,1045615,165610,13.04,5089,2026-05-02,Overdue,Yes,40,Refinancing
DEBTX00481,SMB531,Bank Z,Credit Line,1056249,849811,10.97,56073,2025-01-22,Overdue,Yes,62,Consolidation
DEBTX00482,SMB509,Bank X,Term Loan,457499,63355,13.26,6229,2026-02-06,Closed,Yes,50,Consolidation
DEBTX00483,SMB511,NBFC Capital,Term Loan,681418,274894,16.49,30658,2026-04-01,Defaulted,Yes,71,Negotiation
DEBTX00484,SMB517,Private Financier,Mortgage Loan,294773,139565,16.24,16635,2025-01-26,Current,Yes,64,Negotiation
DEBTX00485,SMB542,Bank Z,Mortgage Loan,108537,61000,21.03,2396,2025-03-24,Closed,Yes,33,Consolidation
DEBTX00486,SMB530,Private Financier,Credit Line,159049,51419,27.53,2875,2025-07-01,Defaulted,Yes,51,Consolidation
DEBTX00487,SMB516,Bank Y,Mortgage Loan,965479,807881,24.46,93287,2025-04-08,Closed,Yes,25,Refinancing
DEBTX00488,SMB524,Bank Z,Credit Line,194155,98980,10.43,3980,2026-02-15,Overdue,Yes,32,Consolidation
DEBTX00489,SMB519,Bank X,Equipment Loan,415984,408821,17.05,33526,2025-03-22,Defaulted,Yes,34,Consolidation
DEBTX00490,SMB532,Bank X,Credit Line,68703,59869,27.64,4817,2025-11-16,Overdue,Yes,71,Negotiation
DEBTX00491,SMB511,NBFC Capital,Equipment Loan,892413,550133,13.39,22793,2026-01-11,Defaulted,Yes,74,Negotiation
DEBTX00492,SMB501,Bank X,Mortgage Loan,828682,660893,17.45,23298,2025-04-25,Overdue,Yes,28,Negotiation
DEBTX00493,SMB515,Bank X,Equipment Loan,358339,268943,26.45,26838,2026-02-22,Overdue,No,58,Refinancing
DEBTX00494,SMB501,Bank X,Credit Line,159018,82092,14.97,9158,2025-07-22,Current,Yes,53,Refinancing
DEBTX00495,SMB525,Bank X,Term Loan,855616,833232,15.69,76200,2025-02-05,Current,Yes,74,Snowball
DEBTX00496,SMB525,Bank Y,Term Loan,84021,35268,22.85,4045,2025-02-03,Current,No,50,Refinancing
DEBTX00497,SMB524,Bank Y,Working Capital,243285,85642,15.59,5405,2026-01-26,Closed,Yes,76,Avalanche
DEBTX00498,SMB545,Bank Y,Equipment Loan,595313,483672,19.61,29257,2025-02-20,Overdue,Yes,32,Consolidation
DEBTX00499,SMB502,Bank Y,Term Loan,210545,144826,13.5,5422,2025-08-19,Defaulted,No,37,Negotiation
DEBTX00500,SMB516,Private Financier,Mortgage Loan,301400,118815,24.21,4263,2026-03-25,Current,Yes,44,Refinancing
DEBTX00501,SMB517,Bank X,Working Capital,68975,50683,18.1,3936,2025-02-22,Current,No,62,Negotiation
DEBTX00502,SMB501,NBFC Capital,Mortgage Loan,471981,115039,20.84,9325,2025-09-04,Current,Yes,79,Avalanche
DEBTX00503,SMB512,Bank X,Mortgage Loan,648273,535392,13.83,22202,2025-09-15,Closed,Yes,47,Refinancing
DEBTX00504,SMB548,Bank X,Equipment Loan,831871,360853,9.45,15964,2025-10-06,Defaulted,Yes,50,Consolidation
DEBTX00505,SMB538,Bank Y,Term Loan,559446,41925,11.21,4966,2025-07-30,Current,Yes,56,Consolidation
DEBTX00506,SMB518,Bank Z,Mortgage Loan,822137,486398,9.57,37962,2026-01-08,Closed,Yes,56,Negotiation
DEBTX00507,SMB512,Bank X,Term Loan,962985,521148,27.65,27835,2025-06-04,Defaulted,Yes,46,Refinancing
DEBTX00508,SMB507,NBFC Capital,Equipment Loan,1058431,397927,9.64,30946,2026-01-12,Defaulted,Yes,43,Consolidation
DEBTX00509,SMB528,Bank Z,Mortgage Loan,217591,58687,16.98,5901,2025-07-05,Current,Yes,57,Avalanche
DEBTX00510,SMB524,NBFC Capital,Term Loan,463263,172468,9.75,6845,2025-09-27,Overdue,Yes,44,Consolidation
DEBTX00511,SMB549,Private Financier,Term Loan,723980,296083,11.16,21964,2026-03-06,Closed,Yes,64,Avalanche
DEBTX00512,SMB534,Bank X,Mortgage Loan,1075403,924741,17.46,55761,2025-12-12,Closed,Yes,79,Avalanche
DEBTX00513,SMB550,Private Financier,Term Loan,1187958,1045342,18.76,65748,2026-03-05,Defaulted,Yes,69,Refinancing
DEBTX00514,SMB545,Bank Y,Equipment Loan,846283,567199,10.79,37813,2025-01-24,Closed,Yes,83,Avalanche
DEBTX00515,SMB517,Bank X,Term Loan,486539,97595,29.16,10893,2025-12-09,Overdue,Yes,89,Consolidation
DEBTX00516,SMB522,Private Financier,Term Loan,599599,264392,10.73,24012,2026-04-11,Current,Yes,56,Snowball
DEBTX00517,SMB543,Bank Z,Credit Line,144469,11475,20.71,402,2025-01-08,Overdue,No,38,Refinancing
DEBTX00518,SMB539,Bank Y,Credit Line,466206,156575,12.01,5945,2025-12-10,Overdue,Yes,37,Negotiation
DEBTX00519,SMB521,Private Financier,Equipment Loan,941405,634450,44.01,35878,2026-04-15,Overdue,Yes,94,Negotiation
DEBTX00520,SMB535,Bank Y,Term Loan,131115,86042,24.07,3295,2026-04-25,Defaulted,Yes,70,Refinancing
DEBTX00521,SMB522,NBFC Capital,Working Capital,1080659,770694,14.33,23813,2026-02-25,Overdue,Yes,31,Negotiation
DEBTX00522,SMB547,Private Financier,Equipment Loan,879674,144017,16.57,13571,2026-03-04,Closed,Yes,61,Avalanche
DEBTX00523,SMB548,Bank X,Mortgage Loan,610563,528802,7.61,21185,2025-02-01,Overdue,Yes,59,Consolidation
DEBTX00524,SMB515,Bank X,Mortgage Loan,709443,566954,15.49,64085,2026-02-20,Defaulted,Yes,81,Consolidation
DEBTX00525,SMB506,Bank Y,Credit Line,674095,67058,25.23,2854,2025-07-06,Current,Yes,55,Refinancing
DEBTX00526,SMB522,Private Financier,Working Capital,153568,94903,24.14,3227,2025-04-23,Closed,No,62,Refinancing
DEBTX00527,SMB502,NBFC Capital,Credit Line,952947,595647,8.77,48306,2025-03-21,Defaulted,Yes,56,Consolidation
DEBTX00528,SMB544,Bank Z,Term Loan,211777,114102,27.83,8110,2025-05-27,Overdue,No,41,Negotiation
DEBTX00529,SMB511,Bank X,Working Capital,231725,10621,10.69,1186,2025-05-28,Defaulted,No,49,Negotiation
DEBTX00530,SMB516,Bank Z,Mortgage Loan,1067544,1028400,11.25,32782,2026-01-13,Defaulted,Yes,39,Refinancing
DEBTX00531,SMB506,Bank X,Mortgage Loan,1064671,895396,22.71,86554,2025-12-30,Current,Yes,36,Refinancing
DEBTX00532,SMB543,Private Financier,Term Loan,1166597,384805,11.25,13645,2025-06-29,Defaulted,Yes,79,Negotiation
DEBTX00533,SMB501,NBFC Capital,Equipment Loan,1116672,414166,11.39,30841,2026-03-16,Defaulted,Yes,41,Refinancing
DEBTX00534,SMB524,Private Financier,Equipment Loan,190488,10338,25.79,1156,2025-03-26,Overdue,Yes,58,Negotiation
DEBTX00535,SMB505,Bank X,Working Capital,99654,98918,23.2,5065,2025-03-12,Defaulted,Yes,74,Refinancing
DEBTX00536,SMB547,Bank Z,Mortgage Loan,665416,219667,12.63,19432,2025-04-11,Defaulted,Yes,36,Refinancing
DEBTX00537,SMB550,Private Financier,Working Capital,871099,812596,21.51,71050,2025-11-27,Overdue,Yes,71,Refinancing
DEBTX00538,SMB507,NBFC Capital,Term Loan,1161156,513155,22.64,60355,2025-04-13,Closed,Yes,56,Refinancing
DEBTX00539,SMB502,Bank Z,Credit Line,1035972,1035972,27.12,65677,2025-08-11,Defaulted,Yes,98,Negotiation
DEBTX00540,SMB535,Bank Y,Mortgage Loan,1146618,945707,16.36,49351,2025-01-07,Overdue,Yes,36,Negotiation
DEBTX00541,SMB530,Bank Y,Working Capital,801213,675276,26.71,51273,2025-05-16,Overdue,Yes,61,Refinancing
DEBTX00542,SMB509,Private Financier,Equipment Loan,425494,225247,18.02,15819,2025-07-05,Defaulted,Yes,48,Refinancing
DEBTX00543,SMB548,NBFC Capital,Term Loan,710809,447379,14.65,34818,2025-08-04,Closed,Yes,81,Avalanche
DEBTX00544,SMB530,Bank Y,Credit Line,105905,34443,19.84,3919,2025-07-26,Current,No,75,Avalanche
DEBTX00545,SMB536,Bank Z,Equipment Loan,120447,26577,6.01,877,2025-04-24,Overdue,Yes,26,Refinancing
DEBTX00546,SMB528,Bank X,Credit Line,284257,91695,15.33,8848,2026-01-27,Defaulted,No,36,Negotiation
DEBTX00547,SMB513,Private Financier,Working Capital,1141279,778211,16.88,82176,2025-05-27,Current,Yes,76,Avalanche
DEBTX00548,SMB530,Bank Y,Working Capital,1185790,741770,8.21,39307,2025-05-03,Defaulted,Yes,52,Refinancing
DEBTX00549,SMB504,Bank Y,Credit Line,977989,156139,9.68,11795,2025-12-20,Defaulted,Yes,81,Refinancing
DEBTX00550,SMB535,Bank Y,Equipment Loan,126759,113877,17.42,10602,2025-02-22,Closed,No,55,Consolidation
DEBTX00551,SMB530,Bank Z,Mortgage Loan,724047,724047,17.81,14539,2025-04-23,Defaulted,Yes,98,Consolidation
DEBTX00552,SMB524,Bank Y,Term Loan,774571,525563,33.53,33866,2025-08-07,Overdue,Yes,97,Negotiation
DEBTX00553,SMB543,Bank Z,Working Capital,113197,16301,7.62,1320,2025-04-27,Overdue,No,49,Refinancing
DEBTX00554,SMB529,Bank X,Term Loan,962995,577049,17.55,60670,2025-10-13,Defaulted,Yes,57,Refinancing
DEBTX00555,SMB507,Bank Y,Working Capital,1071660,220821,8.82,16502,2025-09-10,Defaulted,Yes,57,Consolidation
DEBTX00556,SMB512,Bank Z,Working Capital,1014432,1014432,36.9,18830,2026-02-22,Defaulted,Yes,98,Consolidation
DEBTX00557,SMB512,NBFC Capital,Credit Line,648472,137765,12.86,9669,2025-04-22,Overdue,Yes,69,Refinancing
DEBTX00558,SMB539,Bank Y,Working Capital,304600,77407,16.74,5363,2025-07-31,Overdue,Yes,42,Refinancing
DEBTX00559,SMB543,Bank Y,Term Loan,498459,127110,24.88,6717,2026-02-12,Current,Yes,46,Refinancing
DEBTX00560,SMB503,Bank Z,Mortgage Loan,113872,10252,21.95,791,2025-04-09,Overdue,Yes,29,Refinancing
DEBTX00561,SMB541,Bank Z,Credit Line,303944,171813,10.98,8701,2025-07-26,Defaulted,Yes,82,Refinancing
DEBTX00562,SMB545,Bank X,Equipment Loan,152449,91401,27.52,4418,2025-12-27,Overdue,No,61,Refinancing
DEBTX00563,SMB530,Bank Y,Term Loan,769503,769503,21.75,26127,2026-03-10,Defaulted,Yes,98,Negotiation
DEBTX00564,SMB505,Private Financier,Credit Line,1022744,106422,22.8,4088,2025-06-26,Closed,Yes,65,Refinancing
DEBTX00565,SMB510,NBFC Capital,Working Capital,512408,153879,10.5,14506,2025-03-07,Closed,Yes,44,Consolidation
DEBTX00566,SMB529,Bank Y,Term Loan,349665,239503,19.68,11896,2025-07-17,Closed,No,26,Snowball
DEBTX00567,SMB515,Bank Y,Equipment Loan,156015,156015,19.0,3700,2026-03-09,Defaulted,No,98,Consolidation
DEBTX00568,SMB511,NBFC Capital,Credit Line,144724,60594,8.86,3269,2025-12-12,Overdue,No,63,Consolidation
DEBTX00569,SMB544,NBFC Capital,Mortgage Loan,934313,137247,26.35,16142,2025-06-25,Closed,Yes,60,Refinancing
DEBTX00570,SMB501,NBFC Capital,Term Loan,82018,16319,32.3,974,2025-05-10,Overdue,No,99,Consolidation
DEBTX00571,SMB512,Bank X,Equipment Loan,282746,190520,11.81,17230,2026-03-06,Closed,Yes,34,Refinancing
DEBTX00572,SMB520,Private Financier,Mortgage Loan,160563,53872,23.87,3800,2025-03-12,Defaulted,No,29,Consolidation
DEBTX00573,SMB530,Bank X,Equipment Loan,1019956,1019956,29.82,41521,2025-06-07,Defaulted,Yes,98,Negotiation
DEBTX00574,SMB525,Bank X,Term Loan,772786,191452,32.53,6335,2026-04-03,Overdue,Yes,85,Negotiation
DEBTX00575,SMB538,Bank Y,Mortgage Loan,200692,183604,6.45,18915,2026-01-08,Overdue,No,80,Negotiation
DEBTX00576,SMB519,Private Financier,Term Loan,337530,123425,26.86,6880,2025-08-29,Current,No,34,Refinancing
DEBTX00577,SMB512,Bank Y,Mortgage Loan,874208,162165,25.58,11595,2025-08-26,Overdue,Yes,40,Refinancing
DEBTX00578,SMB535,Bank X,Credit Line,901944,484994,9.75,52721,2025-06-08,Closed,Yes,55,Snowball
DEBTX00579,SMB519,NBFC Capital,Credit Line,457166,15747,9.21,1395,2026-05-15,Overdue,Yes,40,Consolidation
DEBTX00580,SMB505,Bank Y,Working Capital,520505,106318,24.98,10604,2026-02-20,Closed,Yes,80,Refinancing
DEBTX00581,SMB538,Bank Z,Equipment Loan,352405,141041,21.66,5609,2025-06-22,Overdue,Yes,54,Consolidation
DEBTX00582,SMB512,Bank Z,Term Loan,1151270,63567,21.47,7528,2025-11-14,Defaulted,Yes,54,Consolidation
DEBTX00583,SMB542,Private Financier,Working Capital,1137199,893557,14.04,55269,2025-04-28,Overdue,Yes,69,Negotiation
DEBTX00584,SMB534,NBFC Capital,Working Capital,165025,34719,6.11,3733,2025-04-21,Overdue,Yes,46,Consolidation
DEBTX00585,SMB526,Private Financier,Working Capital,221847,75211,11.52,8565,2025-01-14,Closed,Yes,43,Refinancing
DEBTX00586,SMB533,Bank Z,Credit Line,738943,109050,15.67,5877,2025-01-19,Current,Yes,27,Consolidation
DEBTX00587,SMB524,Bank X,Equipment Loan,1110909,367618,18.58,29621,2026-04-11,Overdue,Yes,77,Negotiation
DEBTX00588,SMB544,Bank Y,Equipment Loan,316089,229572,21.32,8411,2025-05-29,Defaulted,No,39,Negotiation
DEBTX00589,SMB509,Bank Y,Working Capital,317802,304606,17.72,10522,2026-05-10,Closed,Yes,79,Avalanche
DEBTX00590,SMB549,Bank Z,Term Loan,528511,207368,27.35,15885,2026-01-06,Current,Yes,32,Refinancing
DEBTX00591,SMB512,Bank Z,Equipment Loan,250673,165757,16.61,5875,2025-03-29,Closed,Yes,62,Consolidation
DEBTX00592,SMB519,Private Financier,Working Capital,889079,261740,18.1,22068,2025-03-13,Closed,Yes,45,Consolidation
DEBTX00593,SMB518,Bank Y,Credit Line,815528,327491,21.74,33706,2026-01-17,Overdue,Yes,54,Refinancing
DEBTX00594,SMB532,Bank X,Working Capital,462878,200701,26.63,17623,2025-12-17,Defaulted,Yes,28,Consolidation
DEBTX00595,SMB511,Bank X,Working Capital,391609,366226,23.85,29867,2025-03-15,Overdue,Yes,71,Negotiation
DEBTX00596,SMB539,Bank Z,Credit Line,118483,104811,8.02,10382,2025-01-10,Closed,Yes,54,Negotiation
DEBTX00597,SMB528,Private Financier,Credit Line,451354,116734,8.48,7938,2025-01-01,Closed,Yes,68,Avalanche
DEBTX00598,SMB540,Bank Y,Working Capital,546847,380256,11.05,25429,2025-10-10,Current,Yes,58,Consolidation
DEBTX00599,SMB506,Bank X,Working Capital,690428,18942,20.45,1671,2025-04-10,Current,Yes,63,Consolidation
DEBTX00600,SMB532,Bank Z,Term Loan,690273,466090,8.57,39353,2026-03-20,Defaulted,Yes,82,Consolidation
DEBTX00601,SMB506,NBFC Capital,Working Capital,152461,91513,27.19,6148,2026-04-22,Overdue,No,40,Consolidation
DEBTX00602,SMB550,Bank Y,Credit Line,530479,394003,22.53,12663,2025-08-11,Closed,Yes,65,Refinancing
DEBTX00603,SMB523,Bank X,Working Capital,1063284,828995,12.47,32306,2025-07-05,Defaulted,Yes,67,Refinancing
DEBTX00604,SMB540,Private Financier,Equipment Loan,168709,117109,17.18,12084,2025-05-28,Overdue,Yes,53,Negotiation
DEBTX00605,SMB527,NBFC Capital,Working Capital,1055841,690442,15.16,54390,2025-08-12,Defaulted,Yes,64,Refinancing
DEBTX00606,SMB513,Bank Z,Credit Line,312928,308792,42.56,31867,2026-03-01,Overdue,No,80,Negotiation
DEBTX00607,SMB529,Bank Z,Equipment Loan,216868,73257,22.86,6768,2025-11-07,Defaulted,Yes,63,Negotiation
DEBTX00608,SMB524,Bank Y,Term Loan,98259,52884,6.17,5672,2026-04-19,Closed,No,29,Snowball
DEBTX00609,SMB533,Bank Y,Mortgage Loan,101625,18178,13.96,556,2026-01-28,Closed,No,66,Consolidation
DEBTX00610,SMB507,Bank X,Working Capital,588330,528490,25.87,29194,2025-09-24,Current,Yes,60,Refinancing
DEBTX00611,SMB521,Private Financier,Mortgage Loan,519338,162082,6.1,9870,2026-03-01,Closed,Yes,54,Refinancing
DEBTX00612,SMB539,Bank Y,Equipment Loan,862834,845493,13.86,73144,2026-02-12,Defaulted,Yes,80,Refinancing
DEBTX00613,SMB535,Bank Y,Mortgage Loan,297221,229790,11.16,27040,2025-12-25,Closed,No,82,Avalanche
DEBTX00614,SMB515,Bank X,Mortgage Loan,1067134,945587,21.3,54146,2025-10-21,Closed,Yes,29,Avalanche
DEBTX00615,SMB516,Bank X,Term Loan,407654,89360,24.04,7723,2025-09-14,Overdue,Yes,66,Consolidation
DEBTX00616,SMB519,Bank Y,Equipment Loan,881281,264588,11.29,24915,2025-07-29,Closed,Yes,30,Refinancing
DEBTX00617,SMB536,Bank Y,Mortgage Loan,1171168,735420,27.42,50785,2025-11-22,Current,Yes,83,Refinancing
DEBTX00618,SMB518,NBFC Capital,Credit Line,692717,583921,23.85,63239,2025-01-21,Current,Yes,47,Refinancing
DEBTX00619,SMB517,Bank Z,Mortgage Loan,1113698,1016258,7.83,67095,2026-01-14,Defaulted,Yes,75,Negotiation
DEBTX00620,SMB510,Bank Z,Equipment Loan,755370,128428,27.54,11854,2025-04-17,Closed,Yes,84,Refinancing
DEBTX00621,SMB532,Bank X,Term Loan,694583,308740,8.0,27835,2025-03-20,Overdue,Yes,78,Consolidation
DEBTX00622,SMB502,Private Financier,Mortgage Loan,576008,141716,20.38,9830,2026-02-26,Closed,Yes,25,Refinancing
DEBTX00623,SMB529,Private Financier,Equipment Loan,837329,204069,16.61,14840,2025-01-15,Closed,Yes,70,Snowball
DEBTX00624,SMB541,Private Financier,Equipment Loan,90384,30154,17.21,1859,2025-04-10,Closed,No,49,Consolidation
DEBTX00625,SMB534,NBFC Capital,Credit Line,577524,252187,15.62,17577,2025-12-03,Closed,Yes,30,Negotiation
DEBTX00626,SMB514,Bank Z,Working Capital,855099,370059,7.09,34123,2025-06-22,Defaulted,Yes,71,Consolidation
DEBTX00627,SMB516,Bank Z,Working Capital,220272,126292,21.41,10804,2026-03-06,Closed,No,71,Negotiation
DEBTX00628,SMB546,NBFC Capital,Term Loan,1019110,517134,16.28,41298,2025-06-18,Current,Yes,82,Avalanche
DEBTX00629,SMB515,Private Financier,Mortgage Loan,770527,770527,27.77,8403,2025-11-02,Defaulted,Yes,98,Consolidation
DEBTX00630,SMB509,Private Financier,Equipment Loan,617319,443716,13.19,51163,2025-05-14,Current,Yes,26,Avalanche
DEBTX00631,SMB543,Private Financier,Mortgage Loan,831457,831457,6.1,50178,2025-04-19,Defaulted,Yes,98,Consolidation
DEBTX00632,SMB523,Bank Z,Term Loan,895859,407005,12.51,43211,2026-03-08,Overdue,Yes,61,Consolidation
DEBTX00633,SMB506,Bank X,Working Capital,855395,299331,16.78,27427,2026-01-16,Current,Yes,57,Snowball
DEBTX00634,SMB518,NBFC Capital,Mortgage Loan,940691,353651,26.59,20499,2026-02-20,Current,Yes,68,Refinancing
DEBTX00635,SMB503,NBFC Capital,Working Capital,61208,14452,19.13,1544,2025-03-27,Defaulted,Yes,32,Refinancing
DEBTX00636,SMB525,Bank Y,Working Capital,749893,337060,19.87,31679,2025-02-06,Closed,Yes,82,Avalanche
DEBTX00637,SMB504,Bank X,Term Loan,772120,345745,17.07,39830,2025-10-22,Closed,Yes,78,Avalanche
DEBTX00638,SMB516,Private Financier,Credit Line,511418,511418,17.77,21754,2025-03-07,Defaulted,Yes,98,Consolidation
DEBTX00639,SMB514,Bank Y,Credit Line,752392,705045,11.67,59140,2026-04-16,Overdue,Yes,69,Refinancing
DEBTX00640,SMB550,Bank Y,Mortgage Loan,103012,66101,19.44,6837,2025-07-10,Current,Yes,76,Avalanche
DEBTX00641,SMB515,NBFC Capital,Term Loan,535553,119640,10.68,9916,2025-11-28,Current,Yes,55,Refinancing
DEBTX00642,SMB502,Bank Z,Term Loan,384830,93673,27.51,10328,2025-12-18,Closed,Yes,55,Refinancing
DEBTX00643,SMB529,NBFC Capital,Credit Line,1174064,684330,10.46,36420,2026-04-17,Current,Yes,48,Consolidation
DEBTX00644,SMB509,Private Financier,Credit Line,290257,280256,7.61,30423,2026-04-10,Overdue,Yes,60,Negotiation
DEBTX00645,SMB515,Bank X,Equipment Loan,187092,10743,15.41,1070,2025-09-19,Defaulted,No,30,Consolidation
DEBTX00646,SMB547,Bank Z,Credit Line,1196431,702890,7.52,45041,2025-11-25,Current,Yes,84,Avalanche
DEBTX00647,SMB538,Bank X,Term Loan,911522,336971,9.34,38854,2025-04-16,Defaulted,Yes,25,Consolidation
DEBTX00648,SMB537,Bank X,Working Capital,503770,54739,21.6,6436,2025-07-26,Current,Yes,41,Consolidation
DEBTX00649,SMB523,NBFC Capital,Equipment Loan,181274,124729,10.37,10197,2026-02-18,Defaulted,Yes,84,Consolidation
DEBTX00650,SMB516,Bank Z,Equipment Loan,1018922,503270,25.03,47566,2025-06-24,Current,Yes,43,Refinancing
DEBTX00651,SMB539,Private Financier,Mortgage Loan,322035,74706,11.73,7512,2026-01-19,Defaulted,Yes,83,Consolidation
DEBTX00652,SMB513,NBFC Capital,Working Capital,495984,177314,13.99,17028,2025-08-21,Overdue,Yes,36,Refinancing
DEBTX00653,SMB508,Private Financier,Working Capital,600268,273867,9.76,12011,2025-08-04,Closed,Yes,58,Snowball
DEBTX00654,SMB513,Bank Z,Working Capital,565947,178104,19.15,15132,2026-03-15,Overdue,Yes,72,Refinancing
DEBTX00655,SMB516,Private Financier,Equipment Loan,1131567,557862,12.7,49042,2026-05-11,Closed,Yes,72,Negotiation
DEBTX00656,SMB503,Bank Z,Credit Line,682893,573244,6.32,28815,2025-11-28,Overdue,Yes,63,Negotiation
DEBTX00657,SMB534,Bank X,Term Loan,825924,103170,23.05,4959,2025-01-25,Closed,Yes,29,Refinancing
DEBTX00658,SMB522,Private Financier,Working Capital,437612,367697,23.38,24703,2025-07-10,Current,Yes,67,Refinancing
DEBTX00659,SMB537,Bank Z,Equipment Loan,716710,98925,11.24,3967,2025-12-11,Defaulted,Yes,37,Refinancing
DEBTX00660,SMB514,Private Financier,Equipment Loan,398227,45602,22.49,2170,2025-11-21,Current,Yes,77,Refinancing
DEBTX00661,SMB514,Bank X,Equipment Loan,479208,136432,24.01,15961,2025-10-08,Defaulted,Yes,67,Refinancing
DEBTX00662,SMB504,NBFC Capital,Working Capital,752251,345913,25.97,35450,2025-06-18,Current,Yes,44,Refinancing
DEBTX00663,SMB515,Bank Z,Credit Line,349272,50002,8.82,3277,2026-03-17,Defaulted,Yes,62,Negotiation
DEBTX00664,SMB546,Bank X,Credit Line,383076,348200,22.8,24721,2025-03-20,Closed,No,27,Refinancing
