Transaction_ID,Date,Business_ID,Category,Cash_Inflow,Cash_Outflow,Net_Cashflow,Payment_Method,Notes
TXN0551,2024-12-14,SMB102,Payroll,0,25476,-25476,Bank Transfer,Warning: Negative cashflow
TXN0552,2024-07-07,SMB116,Loan Repayment,0,44028,-37456,Online Wallet,Warning: Negative cashflow
TXN0553,2024-06-04,SMB101,Sales Revenue,42255,0,42255,Online Wallet,Seasonal effect
TXN0554,2024-05-10,SMB122,Inventory Purchase,0,41236,-35351,Cash,Warning: Negative cashflow
TXN0555,2024-03-26,SMB143,Sales Revenue,48154,0,48154,Credit,Normal transaction
TXN0556,2024-03-20,SMB112,Inventory Purchase,0,24987,-24987,Credit,Warning: Negative cashflow
TXN0557,2024-11-26,SMB121,Miscellaneous,0,3278,-3278,Online Wallet,Warning: Negative cashflow
TXN0558,2024-08-18,SMB128,Payroll,0,28892,-28892,Credit,Warning: Negative cashflow
TXN0559,2024-01-29,SMB107,Sales Revenue,5056,39866,-39866,Bank Transfer,Warning: Negative cashflow
TXN0560,2024-01-05,SMB106,Miscellaneous,3868,0,3868,Bank Transfer,Normal transaction
TXN0561,2024-09-18,SMB103,Payroll,0,9476,-9476,Bank Transfer,Warning: Negative cashflow
TXN0562,2024-07-19,SMB145,Sales Revenue,23996,0,23996,Cash,Normal transaction
TXN0563,2024-08-17,SMB120,Payroll,0,111382,-89175,Credit,Warning: Negative cashflow
TXN0564,2024-10-16,SMB108,Rent,0,28490,-28490,Online Wallet,Warning: Negative cashflow
TXN0565,2025-01-21,SMB145,Rent,0,4166,-4166,Bank Transfer,Warning: Negative cashflow
TXN0566,2024-09-19,SMB104,Miscellaneous,2338,0,2338,Online Wallet,Market fluctuation
TXN0567,2024-01-17,SMB136,Inventory Purchase,0,2502,-2502,Cash,Warning: Negative cashflow
TXN0568,2024-09-01,SMB149,Rent,0,4684,-4684,Bank Transfer,Warning: Negative cashflow
TXN0569,2024-10-30,SMB127,Miscellaneous,0,7760,-7760,Online Wallet,Warning: Negative cashflow
TXN0570,2024-01-29,SMB128,Sales Revenue,31447,0,31447,Cash,Normal transaction
TXN0571,2024-01-16,SMB135,Inventory Purchase,0,7701,-7701,Bank Transfer,Warning: Negative cashflow
TXN0572,2024-08-10,SMB116,Payroll,0,27728,-27728,Credit,Warning: Negative cashflow
TXN0573,2024-12-03,SMB135,Payroll,0,8345,-8345,Online Wallet,Warning: Negative cashflow
TXN0574,2024-05-05,SMB116,Inventory Purchase,0,7572,-7572,Online Wallet,Warning: Negative cashflow
TXN0575,2025-01-28,SMB104,Payroll,0,19592,-19592,Cash,Warning: Negative cashflow
TXN0576,2024-03-26,SMB142,Miscellaneous,7310,0,7310,Cash,Seasonal effect
TXN0577,2024-12-18,SMB115,Payroll,0,5088,-5088,Bank Transfer,Warning: Negative cashflow
TXN0578,2024-04-29,SMB115,Miscellaneous,7139,43425,-43425,Credit,Warning: Negative cashflow
TXN0579,2024-03-21,SMB131,Rent,0,28766,-28766,Online Wallet,Warning: Negative cashflow
TXN0580,2024-11-25,SMB118,Loan Repayment,0,6894,-6894,Credit,Warning: Negative cashflow
TXN0581,2024-09-26,SMB120,Payroll,0,16356,-16356,Cash,Warning: Negative cashflow
TXN0582,2024-03-09,SMB124,Sales Revenue,31321,0,31321,Bank Transfer,Seasonal effect
TXN0583,2024-07-07,SMB117,Sales Revenue,7964,0,7964,Cash,Seasonal effect
TXN0584,2024-01-19,SMB149,Payroll,0,9555,-9555,Cash,Warning: Negative cashflow
TXN0585,2024-02-27,SMB109,Loan Repayment,0,28281,-28281,Credit,Warning: Negative cashflow
TXN0586,2024-01-18,SMB119,Inventory Purchase,0,12877,-12877,Cash,Warning: Negative cashflow
TXN0587,2024-08-28,SMB143,Inventory Purchase,0,9009,-9009,Bank Transfer,Warning: Negative cashflow
TXN0588,2024-04-23,SMB138,Loan Repayment,0,2330,-2330,Online Wallet,Warning: Negative cashflow
TXN0589,2024-05-30,SMB123,Inventory Purchase,0,15419,-15419,Credit,Warning: Negative cashflow
TXN0590,2024-08-26,SMB140,Rent,0,4066,-4066,Bank Transfer,Warning: Negative cashflow
TXN0591,2024-01-21,SMB106,Rent,0,13817,-13817,Credit,Warning: Negative cashflow
TXN0592,2024-10-24,SMB118,Sales Revenue,43381,0,43381,Bank Transfer,Seasonal effect
TXN0593,2024-04-02,SMB138,Loan Repayment,0,11267,-11267,Credit,Warning: Negative cashflow
TXN0594,2024-05-27,SMB115,Payroll,0,4339,-4339,Online Wallet,Warning: Negative cashflow
TXN0595,2024-10-24,SMB103,Inventory Purchase,0,5428,-5428,Online Wallet,Warning: Negative cashflow
TXN0596,2024-09-06,SMB140,Loan Repayment,0,11176,-11176,Bank Transfer,Warning: Negative cashflow
TXN0597,2024-06-14,SMB131,Payroll,0,3570,-3570,Online Wallet,Warning: Negative cashflow
TXN0598,2024-04-04,SMB125,Miscellaneous,3661,0,3661,Online Wallet,Seasonal effect
TXN0599,2024-12-26,SMB117,Miscellaneous,0,4941,-4941,Cash,Warning: Negative cashflow
TXN0600,2024-04-28,SMB140,Rent,0,12642,-12642,Credit,Warning: Negative cashflow
TXN0601,2025-01-20,SMB118,Loan Repayment,0,16111,-16111,Cash,Warning: Negative cashflow
TXN0602,2024-06-23,SMB137,Payroll,0,15139,-15139,Credit,Warning: Negative cashflow
TXN0603,2024-10-19,SMB133,Payroll,0,13238,-13238,Credit,Warning: Negative cashflow
TXN0604,2024-12-22,SMB147,Miscellaneous,0,9737,-9737,Credit,Warning: Negative cashflow
TXN0605,2024-08-03,SMB143,Payroll,0,18059,-18059,Bank Transfer,Warning: Negative cashflow
TXN0606,2024-12-09,SMB121,Inventory Purchase,0,15356,-15356,Credit,Warning: Negative cashflow
TXN0607,2024-12-01,SMB124,Inventory Purchase,0,12043,-12043,Credit,Warning: Negative cashflow
TXN0608,2024-07-01,SMB131,Miscellaneous,3945,54476,-54476,Bank Transfer,Warning: Negative cashflow
TXN0609,2024-12-10,SMB146,Payroll,0,22736,-22736,Bank Transfer,Warning: Negative cashflow
TXN0610,2025-01-09,SMB114,Sales Revenue,40696,0,40696,Cash,Market fluctuation
TXN0611,2024-02-02,SMB134,Inventory Purchase,0,4549,-4549,Cash,Warning: Negative cashflow
TXN0612,2024-06-26,SMB138,Sales Revenue,13653,0,13653,Online Wallet,Seasonal effect
TXN0613,2024-04-29,SMB114,Sales Revenue,25132,0,25132,Credit,Market fluctuation
TXN0614,2025-01-31,SMB148,Inventory Purchase,0,2417,-2417,Online Wallet,Warning: Negative cashflow
TXN0615,2024-03-12,SMB135,Inventory Purchase,0,16422,-16422,Bank Transfer,Warning: Negative cashflow
TXN0616,2025-01-15,SMB127,Loan Repayment,0,17308,-17308,Credit,Warning: Negative cashflow
TXN0617,2024-09-18,SMB120,Rent,0,29662,-29662,Credit,Warning: Negative cashflow
TXN0618,2024-08-16,SMB122,Miscellaneous,0,1887,-1887,Credit,Warning: Negative cashflow
TXN0619,2024-06-09,SMB103,Inventory Purchase,0,6997,-6997,Online Wallet,Warning: Negative cashflow
TXN0620,2024-09-12,SMB119,Rent,0,4679,-4679,Credit,Warning: Negative cashflow
TXN0621,2024-05-03,SMB134,Sales Revenue,40269,0,40269,Online Wallet,Market fluctuation
TXN0622,2024-05-14,SMB104,Payroll,0,21332,-21332,Cash,Warning: Negative cashflow
TXN0623,2024-05-16,SMB150,Rent,0,18110,-18110,Credit,Warning: Negative cashflow
TXN0624,2024-12-31,SMB145,Payroll,0,18654,-18654,Cash,Warning: Negative cashflow
TXN0625,2025-01-07,SMB147,Rent,0,3835,-3835,Cash,Warning: Negative cashflow
TXN0626,2024-01-19,SMB122,Loan Repayment,0,21746,-21746,Bank Transfer,Warning: Negative cashflow
TXN0627,2024-07-07,SMB117,Loan Repayment,0,26105,-26105,Credit,Warning: Negative cashflow
TXN0628,2024-08-13,SMB119,Rent,0,27390,-27390,Bank Transfer,Warning: Negative cashflow
TXN0629,2024-06-14,SMB140,Loan Repayment,0,4278,-4278,Credit,Warning: Negative cashflow
TXN0630,2024-10-26,SMB141,Sales Revenue,25556,0,25556,Online Wallet,Market fluctuation
TXN0631,2024-11-23,SMB142,Loan Repayment,0,29825,-29825,Cash,Warning: Negative cashflow
TXN0632,2024-04-11,SMB141,Miscellaneous,4789,0,4789,Online Wallet,Seasonal effect
TXN0633,2024-12-29,SMB140,Miscellaneous,9245,0,9245,Bank Transfer,Market fluctuation
TXN0634,2024-06-25,SMB103,Miscellaneous,0,1725,-1725,Online Wallet,Warning: Negative cashflow
TXN0635,2024-04-11,SMB104,Inventory Purchase,0,29983,-29983,Credit,Warning: Negative cashflow
TXN0636,2024-11-01,SMB128,Payroll,0,16113,-16113,Credit,Warning: Negative cashflow
TXN0637,2024-03-11,SMB146,Loan Repayment,0,28633,-28633,Online Wallet,Warning: Negative cashflow
TXN0638,2024-08-09,SMB136,Payroll,0,121614,-109594,Online Wallet,Warning: Negative cashflow
TXN0639,2024-01-12,SMB139,Sales Revenue,43310,0,43310,Online Wallet,Market fluctuation
TXN0640,2024-01-06,SMB117,Loan Repayment,0,11769,-11769,Online Wallet,Warning: Negative cashflow
TXN0641,2024-12-18,SMB107,Inventory Purchase,0,5429,-5429,Online Wallet,Warning: Negative cashflow
TXN0642,2024-04-17,SMB104,Loan Repayment,0,7626,-7626,Bank Transfer,Warning: Negative cashflow
TXN0643,2024-01-21,SMB103,Sales Revenue,31798,0,31798,Online Wallet,Seasonal effect
TXN0644,2024-08-08,SMB111,Miscellaneous,0,8766,-8766,Bank Transfer,Warning: Negative cashflow
TXN0645,2024-02-29,SMB147,Rent,0,22564,-22564,Bank Transfer,Warning: Negative cashflow
TXN0646,2025-01-16,SMB120,Sales Revenue,43282,0,43282,Cash,Normal transaction
TXN0647,2024-04-05,SMB150,Miscellaneous,7183,0,7183,Online Wallet,Normal transaction
TXN0648,2024-10-25,SMB146,Rent,0,486666,-486666,Bank Transfer,Warning: Negative cashflow
TXN0649,2024-01-11,SMB136,Loan Repayment,0,4613,-4613,Credit,Warning: Negative cashflow
TXN0650,2024-09-16,SMB119,Rent,0,6927,-6927,Cash,Warning: Negative cashflow
TXN0651,2025-01-01,SMB133,Rent,0,14305,-14305,Cash,Warning: Negative cashflow
TXN0652,2025-01-22,SMB112,Payroll,0,25039,-25039,Online Wallet,Warning: Negative cashflow
TXN0653,2024-08-09,SMB150,Payroll,0,9327,-9327,Cash,Warning: Negative cashflow
TXN0654,2025-01-23,SMB129,Miscellaneous,3241,0,3241,Online Wallet,Seasonal effect
TXN0655,2024-11-27,SMB106,Sales Revenue,17226,40760,-40760,Cash,Warning: Negative cashflow
TXN0656,2024-04-26,SMB147,Payroll,0,45099,-45099,Credit,Warning: Negative cashflow
TXN0657,2024-12-07,SMB116,Rent,0,26207,-26207,Online Wallet,Warning: Negative cashflow
TXN0658,2024-03-22,SMB102,Sales Revenue,47889,0,47889,Cash,Normal transaction
TXN0659,2024-06-01,SMB145,Miscellaneous,0,2619,-2619,Credit,Warning: Negative cashflow
TXN0660,2024-01-30,SMB142,Sales Revenue,22873,0,22873,Bank Transfer,Seasonal effect
TXN0661,2024-02-19,SMB111,Inventory Purchase,0,27943,-27943,Online Wallet,Warning: Negative cashflow
TXN0662,2024-02-21,SMB131,Inventory Purchase,0,28740,-28740,Credit,Warning: Negative cashflow
TXN0663,2024-12-11,SMB143,Miscellaneous,4092,0,4092,Online Wallet,Seasonal effect
TXN0664,2024-07-09,SMB120,Miscellaneous,0,8323,-8323,Cash,Warning: Negative cashflow
TXN0665,2025-01-24,SMB136,Miscellaneous,9463,0,9463,Online Wallet,Normal transaction
TXN0666,2024-06-12,SMB115,Sales Revenue,33144,53493,-53493,Credit,Warning: Negative cashflow
TXN0667,2024-05-19,SMB128,Miscellaneous,8070,60004,-60004,Bank Transfer,Warning: Negative cashflow
TXN0668,2024-01-07,SMB127,Rent,0,18685,-18685,Online Wallet,Warning: Negative cashflow
TXN0669,2024-03-05,SMB135,Rent,0,17517,-17517,Bank Transfer,Warning: Negative cashflow
TXN0670,2024-08-09,SMB149,Rent,0,19559,-19559,Cash,Warning: Negative cashflow
TXN0671,2024-02-21,SMB137,Rent,0,24187,-24187,Cash,Warning: Negative cashflow
TXN0672,2025-01-26,SMB142,Miscellaneous,0,3514,-3514,Bank Transfer,Warning: Negative cashflow
TXN0673,2024-05-11,SMB103,Miscellaneous,0,6813,-6813,Bank Transfer,Warning: Negative cashflow
TXN0674,2024-02-17,SMB137,Miscellaneous,0,9256,-9256,Online Wallet,Warning: Negative cashflow
TXN0675,2024-07-27,SMB118,Payroll,0,6119,-6119,Online Wallet,Warning: Negative cashflow
TXN0676,2024-03-29,SMB107,Sales Revenue,35146,0,35146,Credit,Seasonal effect
TXN0677,2024-10-06,SMB147,Miscellaneous,0,8232,-8232,Cash,Warning: Negative cashflow
TXN0678,2024-02-24,SMB149,Sales Revenue,46346,0,46346,Credit,Market fluctuation
TXN0679,2024-10-20,SMB113,Miscellaneous,0,2356,-2356,Cash,Warning: Negative cashflow
TXN0680,2024-01-31,SMB125,Miscellaneous,0,1557,-1557,Online Wallet,Warning: Negative cashflow
TXN0681,2024-07-03,SMB137,Loan Repayment,0,5363,-5363,Cash,Warning: Negative cashflow
TXN0682,2024-05-15,SMB109,Sales Revenue,8488,0,8488,Bank Transfer,Normal transaction
TXN0683,2024-12-14,SMB102,Payroll,0,13786,-13786,Bank Transfer,Warning: Negative cashflow
TXN0684,2025-01-02,SMB136,Payroll,0,11753,-11753,Cash,Warning: Negative cashflow
TXN0685,2024-10-30,SMB101,Payroll,0,16929,-16929,Online Wallet,Warning: Negative cashflow
TXN0686,2024-06-15,SMB150,Rent,0,2127,-2127,Cash,Warning: Negative cashflow
TXN0687,2024-03-06,SMB143,Inventory Purchase,0,22311,-22311,Credit,Warning: Negative cashflow
TXN0688,2024-10-05,SMB110,Rent,0,27541,-27541,Bank Transfer,Warning: Negative cashflow
TXN0689,2024-12-17,SMB122,Loan Repayment,0,25534,-25534,Online Wallet,Warning: Negative cashflow
TXN0690,2024-08-14,SMB113,Inventory Purchase,0,6076,-6076,Cash,Warning: Negative cashflow
TXN0691,2024-10-05,SMB115,Rent,0,29599,-29599,Bank Transfer,Warning: Negative cashflow
TXN0692,2024-03-25,SMB118,Miscellaneous,2738,0,2738,Cash,Market fluctuation
TXN0693,2024-06-13,SMB137,Inventory Purchase,0,17796,-17796,Cash,Warning: Negative cashflow
TXN0694,2024-08-06,SMB119,Miscellaneous,0,8351,-8351,Online Wallet,Warning: Negative cashflow
TXN0695,2024-07-11,SMB118,Sales Revenue,649638,0,649638,Bank Transfer,Large inflow spike
TXN0696,2024-10-17,SMB143,Payroll,0,9557,-9557,Online Wallet,Warning: Negative cashflow
TXN0697,2024-03-24,SMB112,Payroll,0,3857,-3857,Bank Transfer,Warning: Negative cashflow
TXN0698,2024-09-05,SMB141,Rent,0,18252,-18252,Credit,Warning: Negative cashflow
TXN0699,2024-12-14,SMB120,Sales Revenue,47569,0,47569,Credit,Seasonal effect
TXN0700,2024-09-01,SMB141,Payroll,0,22085,-22085,Credit,Warning: Negative cashflow
TXN0701,2024-12-08,SMB103,Loan Repayment,0,8188,-8188,Online Wallet,Warning: Negative cashflow
TXN0702,2024-06-16,SMB105,Miscellaneous,7642,0,7642,Bank Transfer,Normal transaction
TXN0703,2024-09-08,SMB104,Sales Revenue,32443,0,32443,Cash,Normal transaction
TXN0704,2024-11-09,SMB150,Miscellaneous,4036,0,4036,Credit,Seasonal effect
TXN0705,2024-04-03,SMB109,Payroll,0,20490,-20490,Cash,Warning: Negative cashflow
TXN0706,2024-12-27,SMB104,Miscellaneous,0,2815,-2815,Online Wallet,Warning: Negative cashflow
TXN0707,2024-04-04,SMB128,Loan Repayment,0,13952,-13952,Credit,Warning: Negative cashflow
TXN0708,2024-02-15,SMB103,Loan Repayment,0,5462,-5462,Credit,Warning: Negative cashflow
TXN0709,2024-05-26,SMB148,Payroll,0,305492,-305492,Online Wallet,Warning: Negative cashflow
TXN0710,2024-09-15,SMB125,Inventory Purchase,0,16937,-16937,Cash,Warning: Negative cashflow
TXN0711,2024-08-21,SMB123,Payroll,0,20757,-20757,Credit,Warning: Negative cashflow
TXN0712,2024-02-25,SMB112,Miscellaneous,9600,0,9600,Cash,Market fluctuation
TXN0713,2024-08-10,SMB139,Inventory Purchase,0,27799,-27799,Cash,Warning: Negative cashflow
TXN0714,2024-04-14,SMB140,Inventory Purchase,0,5902,-5902,Bank Transfer,Warning: Negative cashflow
TXN0715,2024-04-07,SMB119,Rent,0,13150,-13150,Credit,Warning: Negative cashflow
TXN0716,2024-12-01,SMB136,Payroll,0,16856,-16856,Online Wallet,Warning: Negative cashflow
TXN0717,2025-01-31,SMB103,Payroll,0,87383,-82294,Bank Transfer,Warning: Negative cashflow
TXN0718,2024-03-19,SMB136,Miscellaneous,3463,0,3463,Credit,Market fluctuation
TXN0719,2024-03-07,SMB118,Loan Repayment,0,10567,-10567,Online Wallet,Warning: Negative cashflow
TXN0720,2024-09-02,SMB104,Rent,0,18786,-18786,Bank Transfer,Warning: Negative cashflow
TXN0721,2025-01-14,SMB138,Sales Revenue,41087,0,41087,Credit,Normal transaction
TXN0722,2024-03-08,SMB110,Loan Repayment,0,22414,-22414,Bank Transfer,Warning: Negative cashflow
TXN0723,2024-05-25,SMB137,Payroll,0,22651,-22651,Credit,Warning: Negative cashflow
TXN0724,2024-12-12,SMB145,Rent,0,9545,-9545,Online Wallet,Warning: Negative cashflow
TXN0725,2025-01-22,SMB136,Inventory Purchase,0,9915,-9915,Cash,Warning: Negative cashflow
TXN0726,2024-10-19,SMB139,Payroll,0,6057,-6057,Credit,Warning: Negative cashflow
TXN0727,2024-05-28,SMB145,Rent,0,6933,-6933,Credit,Warning: Negative cashflow
TXN0728,2024-10-18,SMB128,Inventory Purchase,0,17554,-17554,Bank Transfer,Warning: Negative cashflow
TXN0729,2024-09-29,SMB142,Rent,0,28359,-28359,Online Wallet,Warning: Negative cashflow
TXN0730,2024-06-14,SMB122,Miscellaneous,3092,0,3092,Online Wallet,Normal transaction
TXN0731,2024-05-29,SMB135,Inventory Purchase,0,23076,-23076,Cash,Warning: Negative cashflow
TXN0732,2024-05-03,SMB105,Rent,0,14248,-14248,Bank Transfer,Warning: Negative cashflow
TXN0733,2024-07-10,SMB130,Loan Repayment,0,3320,-3320,Online Wallet,Warning: Negative cashflow
TXN0734,2024-09-08,SMB139,Rent,0,15463,-15463,Online Wallet,Warning: Negative cashflow
TXN0735,2024-12-17,SMB110,Sales Revenue,20846,0,20846,Online Wallet,Market fluctuation
TXN0736,2024-11-16,SMB121,Rent,0,16479,-16479,Online Wallet,Warning: Negative cashflow
TXN0737,2024-06-17,SMB130,Loan Repayment,0,29147,-29147,Online Wallet,Warning: Negative cashflow
TXN0738,2024-09-27,SMB138,Rent,0,18216,-18216,Online Wallet,Warning: Negative cashflow
TXN0739,2024-03-03,SMB126,Inventory Purchase,0,2145,-2145,Bank Transfer,Warning: Negative cashflow
TXN0740,2024-11-19,SMB115,Sales Revenue,48932,0,48932,Bank Transfer,Market fluctuation
TXN0741,2024-04-29,SMB126,Rent,0,190142,-124083,Credit,Warning: Negative cashflow
TXN0742,2024-03-21,SMB110,Inventory Purchase,0,29688,-29688,Online Wallet,Warning: Negative cashflow
TXN0743,2024-10-28,SMB128,Inventory Purchase,0,12744,-12744,Bank Transfer,Warning: Negative cashflow
TXN0744,2024-11-28,SMB105,Loan Repayment,0,20863,-20863,Cash,Warning: Negative cashflow
TXN0745,2024-08-18,SMB132,Rent,0,3864,-3864,Bank Transfer,Warning: Negative cashflow
TXN0746,2024-07-30,SMB134,Sales Revenue,49510,0,49510,Online Wallet,Market fluctuation
TXN0747,2024-10-06,SMB125,Miscellaneous,0,5392,-5392,Cash,Warning: Negative cashflow
TXN0748,2024-07-09,SMB118,Rent,0,9088,-9088,Credit,Warning: Negative cashflow
TXN0749,2024-12-09,SMB138,Miscellaneous,0,8735,-8735,Cash,Warning: Negative cashflow
TXN0750,2024-09-08,SMB129,Payroll,0,25918,-25918,Credit,Warning: Negative cashflow
TXN0751,2024-03-16,SMB114,Sales Revenue,26666,32569,-32569,Bank Transfer,Warning: Negative cashflow
TXN0752,2024-09-14,SMB121,Loan Repayment,0,13433,-13433,Credit,Warning: Negative cashflow
TXN0753,2025-01-14,SMB150,Loan Repayment,0,14572,-14572,Credit,Warning: Negative cashflow
TXN0754,2024-11-02,SMB112,Sales Revenue,36188,0,36188,Credit,Normal transaction
TXN0755,2024-12-01,SMB124,Rent,0,16387,-16387,Cash,Warning: Negative cashflow
TXN0756,2025-01-10,SMB103,Sales Revenue,35683,0,35683,Online Wallet,Market fluctuation
TXN0757,2024-12-24,SMB125,Rent,0,4282,-4282,Online Wallet,Warning: Negative cashflow
TXN0758,2024-09-19,SMB102,Payroll,0,29114,-29114,Online Wallet,Warning: Negative cashflow
TXN0759,2024-06-27,SMB135,Sales Revenue,25098,0,25098,Bank Transfer,Normal transaction
TXN0760,2024-02-18,SMB120,Sales Revenue,30748,0,30748,Bank Transfer,Market fluctuation
TXN0761,2024-03-13,SMB106,Miscellaneous,5364,0,5364,Cash,Normal transaction
TXN0762,2024-03-18,SMB130,Miscellaneous,9076,0,9076,Online Wallet,Normal transaction
TXN0763,2024-05-22,SMB101,Miscellaneous,8911,77908,-77908,Online Wallet,Warning: Negative cashflow
TXN0764,2024-08-15,SMB150,Rent,0,21823,-21823,Cash,Warning: Negative cashflow
TXN0765,2024-08-23,SMB129,Rent,0,29494,-29494,Cash,Warning: Negative cashflow
TXN0766,2024-12-19,SMB101,Payroll,0,8799,-8799,Cash,Warning: Negative cashflow
TXN0767,2024-02-07,SMB126,Rent,0,7991,-7991,Cash,Warning: Negative cashflow
TXN0768,2024-09-11,SMB105,Rent,0,13621,-13621,Bank Transfer,Warning: Negative cashflow
TXN0769,2024-10-18,SMB127,Sales Revenue,46070,0,46070,Online Wallet,Seasonal effect
TXN0770,2024-05-10,SMB133,Loan Repayment,0,18769,-18769,Bank Transfer,Warning: Negative cashflow
TXN0771,2024-12-30,SMB110,Loan Repayment,0,27413,-27413,Bank Transfer,Warning: Negative cashflow
TXN0772,2025-01-25,SMB134,Rent,0,3172,-3172,Bank Transfer,Warning: Negative cashflow
TXN0773,2024-04-17,SMB127,Payroll,0,22170,-22170,Cash,Warning: Negative cashflow
TXN0774,2025-01-23,SMB117,Loan Repayment,0,6190,-6190,Online Wallet,Warning: Negative cashflow
TXN0775,2024-06-09,SMB121,Miscellaneous,1003,0,1003,Cash,Market fluctuation
TXN0776,2024-08-11,SMB136,Loan Repayment,0,17791,-17791,Credit,Warning: Negative cashflow
TXN0777,2024-03-22,SMB142,Loan Repayment,0,4520,-4520,Cash,Warning: Negative cashflow
TXN0778,2024-12-08,SMB102,Loan Repayment,0,28177,-28177,Bank Transfer,Warning: Negative cashflow
TXN0779,2025-01-06,SMB131,Loan Repayment,0,25031,-25031,Credit,Warning: Negative cashflow
TXN0780,2024-10-13,SMB122,Rent,0,18961,-18961,Credit,Warning: Negative cashflow
TXN0781,2024-10-03,SMB105,Payroll,0,7885,-7885,Bank Transfer,Warning: Negative cashflow
TXN0782,2024-09-20,SMB108,Loan Repayment,0,4522,-4522,Bank Transfer,Warning: Negative cashflow
TXN0783,2024-08-31,SMB104,Rent,0,56451,-48371,Online Wallet,Warning: Negative cashflow
TXN0784,2024-10-10,SMB117,Miscellaneous,0,2898,-2898,Cash,Warning: Negative cashflow
TXN0785,2024-01-17,SMB114,Inventory Purchase,0,22793,-22793,Bank Transfer,Warning: Negative cashflow
TXN0786,2024-08-06,SMB111,Miscellaneous,0,2343,-2343,Bank Transfer,Warning: Negative cashflow
TXN0787,2024-03-08,SMB127,Miscellaneous,8971,0,8971,Online Wallet,Normal transaction
TXN0788,2024-04-11,SMB121,Loan Repayment,0,12117,-12117,Cash,Warning: Negative cashflow
TXN0789,2024-05-01,SMB107,Inventory Purchase,0,109642,-92484,Bank Transfer,Warning: Negative cashflow
TXN0790,2024-06-23,SMB131,Inventory Purchase,0,14322,-14322,Cash,Warning: Negative cashflow
TXN0791,2024-09-20,SMB144,Rent,0,14919,-14919,Cash,Warning: Negative cashflow
TXN0792,2025-01-30,SMB119,Sales Revenue,13902,0,13902,Cash,Market fluctuation
TXN0793,2024-04-23,SMB150,Sales Revenue,34056,0,34056,Cash,Seasonal effect
TXN0794,2024-04-21,SMB123,Inventory Purchase,0,24914,-24914,Credit,Warning: Negative cashflow
TXN0795,2024-03-22,SMB135,Payroll,0,7651,-7651,Cash,Warning: Negative cashflow
TXN0796,2024-04-25,SMB114,Miscellaneous,0,4381,-4381,Bank Transfer,Warning: Negative cashflow
TXN0797,2024-11-08,SMB135,Inventory Purchase,0,22409,-22409,Credit,Warning: Negative cashflow
TXN0798,2024-05-02,SMB133,Inventory Purchase,0,6325,-6325,Online Wallet,Warning: Negative cashflow
TXN0799,2024-10-18,SMB122,Payroll,0,12363,-12363,Bank Transfer,Warning: Negative cashflow
TXN0800,2025-01-14,SMB117,Rent,0,9642,-9642,Bank Transfer,Warning: Negative cashflow
TXN0801,2024-04-30,SMB107,Sales Revenue,23081,0,23081,Bank Transfer,Normal transaction
TXN0802,2024-09-24,SMB110,Inventory Purchase,0,19694,-19694,Bank Transfer,Warning: Negative cashflow
TXN0803,2024-07-04,SMB134,Rent,0,20700,-20700,Credit,Warning: Negative cashflow
TXN0804,2024-07-07,SMB108,Payroll,0,13621,-13621,Credit,Warning: Negative cashflow
TXN0805,2024-12-25,SMB120,Sales Revenue,18212,0,18212,Bank Transfer,Market fluctuation
TXN0806,2025-01-12,SMB136,Sales Revenue,5309,0,5309,Online Wallet,Normal transaction
TXN0807,2024-10-22,SMB117,Loan Repayment,0,28542,-26301,Credit,Warning: Negative cashflow
TXN0808,2024-05-04,SMB138,Payroll,0,8931,-8931,Online Wallet,Warning: Negative cashflow
TXN0809,2024-02-13,SMB137,Rent,0,19541,-19541,Bank Transfer,Warning: Negative cashflow
TXN0810,2024-02-16,SMB150,Loan Repayment,0,18099,-18099,Online Wallet,Warning: Negative cashflow
TXN0811,2024-02-12,SMB127,Payroll,0,29328,-29328,Bank Transfer,Warning: Negative cashflow
TXN0812,2024-08-27,SMB133,Loan Repayment,0,15038,-15038,Credit,Warning: Negative cashflow
TXN0813,2024-01-26,SMB122,Payroll,0,10840,-10840,Online Wallet,Warning: Negative cashflow
TXN0814,2024-03-07,SMB137,Payroll,0,19060,-19060,Credit,Warning: Negative cashflow
TXN0815,2024-10-20,SMB130,Inventory Purchase,0,14211,-14211,Cash,Warning: Negative cashflow
TXN0816,2024-11-27,SMB108,Inventory Purchase,0,105361,-97270,Bank Transfer,Warning: Negative cashflow
TXN0817,2024-01-04,SMB122,Inventory Purchase,0,9910,-9910,Cash,Warning: Negative cashflow
TXN0818,2024-02-24,SMB104,Loan Repayment,0,20772,-20772,Cash,Warning: Negative cashflow
TXN0819,2024-07-24,SMB144,Miscellaneous,0,7333,-7333,Online Wallet,Warning: Negative cashflow
TXN0820,2024-05-04,SMB114,Payroll,0,354382,-354382,Credit,Warning: Negative cashflow
TXN0821,2025-01-26,SMB133,Miscellaneous,0,6004,-6004,Bank Transfer,Warning: Negative cashflow
TXN0822,2025-01-04,SMB146,Payroll,0,22697,-22697,Cash,Warning: Negative cashflow
TXN0823,2024-04-07,SMB122,Loan Repayment,0,5698,-5698,Credit,Warning: Negative cashflow
TXN0824,2024-10-21,SMB144,Inventory Purchase,0,7612,-7612,Bank Transfer,Warning: Negative cashflow
TXN0825,2024-09-25,SMB109,Rent,0,11236,-11236,Bank Transfer,Warning: Negative cashflow
